transaction_id,customer_id,amount,category,date,is_fraud,risk_score,processed_at
TXN002094,CUST0618,2838.22,Travel,2026-01-08,0,LOW,2026-06-10 20:52:12
TXN002095,CUST0629,513.24,Shopping,2026-03-16,0,LOW,2026-06-10 20:52:12
TXN002096,CUST0365,28377.52,Food,2026-01-21,0,HIGH,2026-06-10 20:52:12
TXN002097,CUST0609,41805.21,Food,2026-02-12,0,HIGH,2026-06-10 20:52:12
TXN002098,CUST0705,25631.32,Shopping,2026-03-11,0,HIGH,2026-06-10 20:52:12
TXN002099,CUST0602,45812.79,Shopping,2026-01-17,0,HIGH,2026-06-10 20:52:12
TXN002100,CUST0060,28720.6,Travel,2026-04-14,0,HIGH,2026-06-10 20:52:12
TXN002101,CUST0459,35799.18,Shopping,2026-03-05,0,HIGH,2026-06-10 20:52:12
TXN002102,CUST0302,48730.01,Shopping,2026-03-19,0,HIGH,2026-06-10 20:52:12
TXN002103,CUST0425,14151.72,Travel,2026-05-21,0,HIGH,2026-06-10 20:52:12
TXN002104,CUST0668,19890.45,Food,2026-01-06,0,HIGH,2026-06-10 20:52:12
TXN002105,CUST0577,42518.39,Shopping,2026-03-05,0,HIGH,2026-06-10 20:52:12
TXN002106,CUST0952,46792.41,Shopping,2026-04-16,0,HIGH,2026-06-10 20:52:12
TXN002107,CUST0204,44088.04,Food,2026-03-24,0,HIGH,2026-06-10 20:52:12
TXN002108,CUST0455,30239.16,Healthcare,2026-04-07,0,HIGH,2026-06-10 20:52:12
TXN002109,CUST0663,18481.53,Shopping,2026-04-16,0,HIGH,2026-06-10 20:52:12
TXN002110,CUST0130,19851.45,Travel,2026-05-01,0,HIGH,2026-06-10 20:52:12
TXN002111,CUST0047,33958.82,Shopping,2026-01-15,0,HIGH,2026-06-10 20:52:12
TXN002112,CUST0159,12657.55,Shopping,2026-04-30,0,HIGH,2026-06-10 20:52:12
TXN002113,CUST0744,35610.69,Travel,2026-05-16,0,HIGH,2026-06-10 20:52:12
TXN002114,CUST0805,44614.01,Food,2026-03-27,0,HIGH,2026-06-10 20:52:12
TXN002115,CUST0248,22089.73,Food,2026-05-13,0,HIGH,2026-06-10 20:52:12
TXN002116,CUST0128,11400.78,Travel,2026-04-16,0,HIGH,2026-06-10 20:52:12
TXN002117,CUST0399,46469.94,Food,2026-01-14,0,HIGH,2026-06-10 20:52:12
TXN002118,CUST0033,18472.04,Healthcare,2026-03-18,0,HIGH,2026-06-10 20:52:12
TXN002119,CUST0661,37483.42,Shopping,2026-05-19,0,HIGH,2026-06-10 20:52:12
TXN002120,CUST0363,24261.91,Healthcare,2026-01-02,0,HIGH,2026-06-10 20:52:12
TXN002121,CUST0466,3180.92,Travel,2026-02-14,1,LOW,2026-06-10 20:52:12
TXN002122,CUST0311,38338.35,Shopping,2026-05-10,0,HIGH,2026-06-10 20:52:12
TXN002123,CUST0646,27061.87,Travel,2026-04-13,0,HIGH,2026-06-10 20:52:12
TXN002124,CUST0875,35300.59,Food,2026-01-15,0,HIGH,2026-06-10 20:52:12
TXN002125,CUST0413,11019.18,Travel,2026-04-30,1,HIGH,2026-06-10 20:52:12
TXN002126,CUST0555,34287.94,Shopping,2026-06-09,0,HIGH,2026-06-10 20:52:12
TXN002127,CUST0038,39116.32,Healthcare,2026-05-18,0,HIGH,2026-06-10 20:52:12
TXN002128,CUST0677,23044.77,Healthcare,2026-05-10,0,HIGH,2026-06-10 20:52:12
TXN002129,CUST0704,21589.31,Food,2026-01-23,0,HIGH,2026-06-10 20:52:12
TXN002130,CUST0693,17608.49,Healthcare,2026-03-15,0,HIGH,2026-06-10 20:52:12
TXN002131,CUST0831,7611.77,Travel,2026-03-30,0,MEDIUM,2026-06-10 20:52:12
TXN002132,CUST0444,1729.31,Travel,2026-04-19,0,LOW,2026-06-10 20:52:12
TXN002133,CUST0803,15472.83,Shopping,2026-03-31,0,HIGH,2026-06-10 20:52:12
TXN002134,CUST0462,12728.25,Travel,2026-02-22,0,HIGH,2026-06-10 20:52:12
TXN002135,CUST0020,8794.81,Shopping,2026-01-30,0,MEDIUM,2026-06-10 20:52:12
TXN002136,CUST0871,15924.25,Travel,2026-02-05,0,HIGH,2026-06-10 20:52:12
TXN002137,CUST0486,36450.38,Healthcare,2026-04-19,0,HIGH,2026-06-10 20:52:12
TXN002138,CUST0193,9422.72,Healthcare,2026-03-23,0,MEDIUM,2026-06-10 20:52:12
TXN002139,CUST0287,11658.92,Shopping,2026-02-21,0,HIGH,2026-06-10 20:52:12
TXN002140,CUST0241,47465.88,Food,2026-04-29,0,HIGH,2026-06-10 20:52:12
TXN002141,CUST0426,18532.6,Food,2026-02-01,0,HIGH,2026-06-10 20:52:12
TXN002142,CUST0098,32536.62,Travel,2026-01-05,0,HIGH,2026-06-10 20:52:12
TXN002143,CUST0692,12878.82,Travel,2026-06-05,0,HIGH,2026-06-10 20:52:12
TXN002144,CUST0659,36618.7,Travel,2026-01-13,0,HIGH,2026-06-10 20:52:12
TXN002145,CUST0735,9464.11,Shopping,2026-05-27,0,MEDIUM,2026-06-10 20:52:12
TXN002146,CUST0911,10627.34,Healthcare,2026-04-21,1,HIGH,2026-06-10 20:52:12
TXN002147,CUST0605,22254.64,Healthcare,2026-01-02,0,HIGH,2026-06-10 20:52:12
TXN002148,CUST0499,16558.71,Travel,2026-02-06,0,HIGH,2026-06-10 20:52:12
TXN002149,CUST0767,5958.7,Healthcare,2026-05-07,0,MEDIUM,2026-06-10 20:52:12
TXN002150,CUST0337,41657.57,Travel,2026-04-19,0,HIGH,2026-06-10 20:52:12
TXN002151,CUST0807,21559.31,Healthcare,2026-03-04,0,HIGH,2026-06-10 20:52:12
TXN002152,CUST0666,17276.94,Shopping,2026-01-07,0,HIGH,2026-06-10 20:52:12
TXN002153,CUST0695,39695.62,Healthcare,2026-01-05,0,HIGH,2026-06-10 20:52:12
TXN002154,CUST0716,5024.0,Food,2026-03-17,0,MEDIUM,2026-06-10 20:52:12
TXN002155,CUST0131,19297.46,Food,2026-05-02,0,HIGH,2026-06-10 20:52:12
TXN002156,CUST0819,11558.55,Healthcare,2026-02-11,0,HIGH,2026-06-10 20:52:12
TXN002157,CUST0779,41320.94,Shopping,2026-03-26,0,HIGH,2026-06-10 20:52:12
TXN002158,CUST0093,36062.58,Travel,2026-05-24,0,HIGH,2026-06-10 20:52:12
TXN002159,CUST0615,5972.19,Healthcare,2026-01-29,0,MEDIUM,2026-06-10 20:52:12
TXN002160,CUST0018,48159.49,Food,2026-04-30,0,HIGH,2026-06-10 20:52:12
TXN002161,CUST0471,34759.11,Healthcare,2026-01-17,0,HIGH,2026-06-10 20:52:12
TXN002162,CUST0118,18706.17,Shopping,2026-02-23,0,HIGH,2026-06-10 20:52:12
TXN002163,CUST0591,43342.73,Shopping,2026-03-26,0,HIGH,2026-06-10 20:52:12
TXN002164,CUST0238,26009.55,Food,2026-04-14,0,HIGH,2026-06-10 20:52:12
TXN002165,CUST0215,447.51,Food,2026-04-13,0,LOW,2026-06-10 20:52:12
TXN002166,CUST0105,37272.3,Travel,2026-03-17,0,HIGH,2026-06-10 20:52:12
TXN002167,CUST0803,7740.02,Shopping,2026-02-20,0,MEDIUM,2026-06-10 20:52:12
TXN002168,CUST0676,32125.96,Travel,2026-02-20,0,HIGH,2026-06-10 20:52:12
TXN002169,CUST0290,10913.38,Shopping,2026-06-09,0,HIGH,2026-06-10 20:52:12
TXN002170,CUST0550,31495.19,Shopping,2026-02-10,0,HIGH,2026-06-10 20:52:12
TXN002171,CUST0529,27989.07,Healthcare,2026-01-30,0,HIGH,2026-06-10 20:52:12
TXN002172,CUST0255,44323.3,Travel,2026-01-21,1,HIGH,2026-06-10 20:52:12
TXN002173,CUST0691,3342.21,Food,2026-05-24,0,LOW,2026-06-10 20:52:12
TXN002174,CUST0607,26812.28,Travel,2026-03-30,0,HIGH,2026-06-10 20:52:12
TXN002175,CUST0380,23203.8,Food,2026-05-16,0,HIGH,2026-06-10 20:52:12
TXN002176,CUST0035,29456.48,Shopping,2026-06-02,0,HIGH,2026-06-10 20:52:12
TXN002177,CUST0641,35767.54,Food,2026-03-29,0,HIGH,2026-06-10 20:52:12
TXN002178,CUST0865,27002.75,Travel,2026-03-31,0,HIGH,2026-06-10 20:52:12
TXN002179,CUST0445,27680.8,Healthcare,2026-04-21,0,HIGH,2026-06-10 20:52:12
TXN002180,CUST0096,28518.38,Food,2026-02-14,0,HIGH,2026-06-10 20:52:12
TXN002181,CUST0903,14185.2,Travel,2026-04-28,0,HIGH,2026-06-10 20:52:12
TXN002182,CUST0407,7983.47,Healthcare,2026-03-15,0,MEDIUM,2026-06-10 20:52:12
TXN002183,CUST0932,6824.72,Shopping,2026-02-02,0,MEDIUM,2026-06-10 20:52:12
TXN002184,CUST0895,2288.83,Food,2026-03-25,0,LOW,2026-06-10 20:52:12
TXN002185,CUST0134,3231.38,Food,2026-05-16,0,LOW,2026-06-10 20:52:12
TXN002186,CUST0927,25370.88,Travel,2026-04-11,0,HIGH,2026-06-10 20:52:12
TXN002187,CUST0520,29326.08,Shopping,2026-06-01,0,HIGH,2026-06-10 20:52:12
TXN002188,CUST0742,2431.53,Healthcare,2026-02-22,0,LOW,2026-06-10 20:52:12
TXN002189,CUST0239,14429.29,Healthcare,2026-05-31,0,HIGH,2026-06-10 20:52:12
TXN002190,CUST0093,44629.95,Food,2026-04-05,0,HIGH,2026-06-10 20:52:12
TXN002191,CUST0403,49538.95,Food,2026-01-01,1,HIGH,2026-06-10 20:52:12
TXN002192,CUST0787,13129.06,Shopping,2026-02-20,0,HIGH,2026-06-10 20:52:12
TXN002193,CUST0250,23891.58,Healthcare,2026-02-23,0,HIGH,2026-06-10 20:52:12
TXN002194,CUST0194,27469.61,Food,2026-02-21,0,HIGH,2026-06-10 20:52:12
TXN002195,CUST0957,49146.36,Healthcare,2026-06-05,0,HIGH,2026-06-10 20:52:12
TXN002196,CUST0026,19556.3,Healthcare,2026-03-30,0,HIGH,2026-06-10 20:52:12
TXN002197,CUST0085,18114.47,Healthcare,2026-03-28,1,HIGH,2026-06-10 20:52:12
TXN002198,CUST0123,10757.28,Healthcare,2026-05-02,0,HIGH,2026-06-10 20:52:12
TXN002199,CUST0178,1307.53,Healthcare,2026-01-19,0,LOW,2026-06-10 20:52:12
TXN002200,CUST0506,30188.07,Travel,2026-03-31,0,HIGH,2026-06-10 20:52:12
TXN002201,CUST0861,11637.59,Food,2026-02-28,0,HIGH,2026-06-10 20:52:12
TXN002202,CUST0920,4909.02,Travel,2026-03-03,0,LOW,2026-06-10 20:52:12
TXN002203,CUST0787,14052.28,Shopping,2026-04-22,0,HIGH,2026-06-10 20:52:12
TXN002204,CUST0360,16893.36,Travel,2026-05-28,0,HIGH,2026-06-10 20:52:12
TXN002205,CUST0448,47313.96,Travel,2026-05-24,0,HIGH,2026-06-10 20:52:12
TXN002206,CUST0602,24384.54,Travel,2026-02-18,0,HIGH,2026-06-10 20:52:12
TXN002207,CUST0752,12647.89,Travel,2026-02-16,0,HIGH,2026-06-10 20:52:12
TXN002208,CUST0466,33272.36,Travel,2026-03-26,0,HIGH,2026-06-10 20:52:12
TXN002209,CUST0616,24324.83,Food,2026-01-07,0,HIGH,2026-06-10 20:52:12
TXN002210,CUST0693,2875.88,Healthcare,2026-01-03,0,LOW,2026-06-10 20:52:12
TXN002211,CUST0377,45796.24,Healthcare,2026-06-08,0,HIGH,2026-06-10 20:52:12
TXN002212,CUST0730,15446.0,Shopping,2026-01-06,0,HIGH,2026-06-10 20:52:12
TXN002213,CUST0392,26418.36,Travel,2026-03-16,0,HIGH,2026-06-10 20:52:12
TXN002214,CUST0826,12529.15,Shopping,2026-03-05,0,HIGH,2026-06-10 20:52:12
TXN002215,CUST0311,46917.21,Food,2026-04-26,1,HIGH,2026-06-10 20:52:12
TXN002216,CUST0760,41496.69,Food,2026-01-12,0,HIGH,2026-06-10 20:52:12
TXN002217,CUST0746,9308.06,Healthcare,2026-02-16,0,MEDIUM,2026-06-10 20:52:12
TXN002218,CUST0615,46139.22,Shopping,2026-05-26,0,HIGH,2026-06-10 20:52:12
TXN002219,CUST0617,2049.3,Healthcare,2026-04-02,0,LOW,2026-06-10 20:52:12
TXN002220,CUST0563,19326.56,Shopping,2026-02-01,0,HIGH,2026-06-10 20:52:12
TXN002221,CUST0848,30285.27,Food,2026-02-11,0,HIGH,2026-06-10 20:52:12
TXN002222,CUST0861,7082.15,Food,2026-01-11,0,MEDIUM,2026-06-10 20:52:12
TXN002223,CUST0311,34559.63,Travel,2026-04-13,0,HIGH,2026-06-10 20:52:12
TXN002224,CUST0189,14887.77,Shopping,2026-04-21,0,HIGH,2026-06-10 20:52:12
TXN002225,CUST0768,25810.47,Food,2026-02-01,0,HIGH,2026-06-10 20:52:12
TXN002226,CUST0509,36726.72,Travel,2026-01-18,0,HIGH,2026-06-10 20:52:12
TXN002227,CUST0666,14810.55,Food,2026-01-03,0,HIGH,2026-06-10 20:52:12
TXN002228,CUST0799,47764.21,Shopping,2026-02-18,0,HIGH,2026-06-10 20:52:12
TXN002229,CUST0025,33409.14,Food,2026-01-13,0,HIGH,2026-06-10 20:52:12
TXN002230,CUST0350,42870.72,Food,2026-02-02,0,HIGH,2026-06-10 20:52:12
TXN002231,CUST0437,11994.23,Food,2026-05-27,0,HIGH,2026-06-10 20:52:12
TXN002232,CUST0916,23203.52,Travel,2026-03-17,0,HIGH,2026-06-10 20:52:12
TXN002233,CUST0734,38466.97,Food,2026-01-12,0,HIGH,2026-06-10 20:52:12
TXN002234,CUST0853,32914.85,Healthcare,2026-03-04,0,HIGH,2026-06-10 20:52:12
TXN002235,CUST0325,22071.82,Travel,2026-05-12,0,HIGH,2026-06-10 20:52:12
TXN002236,CUST0112,3447.11,Shopping,2026-03-14,0,LOW,2026-06-10 20:52:12
TXN002237,CUST0347,19157.71,Shopping,2026-05-28,0,HIGH,2026-06-10 20:52:12
TXN002238,CUST0920,38243.58,Healthcare,2026-01-22,0,HIGH,2026-06-10 20:52:12
TXN002239,CUST0606,30810.94,Healthcare,2026-03-17,0,HIGH,2026-06-10 20:52:12
TXN002240,CUST0442,41516.79,Healthcare,2026-01-27,0,HIGH,2026-06-10 20:52:12
TXN002241,CUST0514,34590.6,Shopping,2026-02-19,0,HIGH,2026-06-10 20:52:12
TXN002242,CUST0981,49740.69,Healthcare,2026-01-11,0,HIGH,2026-06-10 20:52:12
TXN002243,CUST0004,43752.64,Shopping,2026-03-18,0,HIGH,2026-06-10 20:52:12
TXN002244,CUST0467,33332.39,Healthcare,2026-04-22,0,HIGH,2026-06-10 20:52:12
TXN002245,CUST0466,29832.74,Healthcare,2026-01-23,0,HIGH,2026-06-10 20:52:12
TXN002246,CUST0446,46860.28,Travel,2026-03-24,0,HIGH,2026-06-10 20:52:12
TXN002247,CUST0502,36390.28,Shopping,2026-05-05,0,HIGH,2026-06-10 20:52:12
TXN002248,CUST0219,24313.95,Food,2026-02-19,0,HIGH,2026-06-10 20:52:12
TXN002249,CUST0889,32026.64,Travel,2026-04-20,0,HIGH,2026-06-10 20:52:12
TXN002250,CUST0220,9879.29,Travel,2026-02-10,0,MEDIUM,2026-06-10 20:52:12
TXN002251,CUST0541,41327.67,Travel,2026-04-10,0,HIGH,2026-06-10 20:52:12
TXN002252,CUST0555,29056.2,Healthcare,2026-03-15,0,HIGH,2026-06-10 20:52:12
TXN002253,CUST0314,7787.76,Shopping,2026-02-15,0,MEDIUM,2026-06-10 20:52:12
TXN002254,CUST0085,28795.48,Healthcare,2026-01-06,0,HIGH,2026-06-10 20:52:12
TXN002255,CUST0038,47968.0,Travel,2026-04-12,0,HIGH,2026-06-10 20:52:12
TXN002256,CUST0084,42364.08,Travel,2026-01-27,0,HIGH,2026-06-10 20:52:12
TXN002257,CUST0865,41256.46,Shopping,2026-03-05,0,HIGH,2026-06-10 20:52:12
TXN002258,CUST0052,16983.35,Shopping,2026-04-17,0,HIGH,2026-06-10 20:52:12
TXN002259,CUST0926,30664.56,Healthcare,2026-03-30,0,HIGH,2026-06-10 20:52:12
TXN002260,CUST0472,12633.4,Healthcare,2026-06-05,0,HIGH,2026-06-10 20:52:12
TXN002261,CUST0064,2926.35,Healthcare,2026-02-06,0,LOW,2026-06-10 20:52:12
TXN002262,CUST0944,12505.6,Travel,2026-03-09,0,HIGH,2026-06-10 20:52:12
TXN002263,CUST0375,10402.61,Travel,2026-02-13,0,HIGH,2026-06-10 20:52:12
TXN002264,CUST0902,16798.7,Travel,2026-01-27,0,HIGH,2026-06-10 20:52:12
TXN002265,CUST0061,2297.16,Travel,2026-01-28,0,LOW,2026-06-10 20:52:12
TXN002266,CUST0110,17483.59,Travel,2026-06-04,0,HIGH,2026-06-10 20:52:12
TXN002267,CUST0025,20210.96,Travel,2026-02-27,0,HIGH,2026-06-10 20:52:12
TXN002268,CUST0819,29825.45,Travel,2026-03-15,0,HIGH,2026-06-10 20:52:12
TXN002269,CUST0577,32670.15,Healthcare,2026-02-11,1,HIGH,2026-06-10 20:52:12
TXN002270,CUST0816,34078.11,Healthcare,2026-04-19,0,HIGH,2026-06-10 20:52:12
TXN002271,CUST0309,17417.46,Healthcare,2026-05-07,0,HIGH,2026-06-10 20:52:12
TXN002272,CUST0021,23137.75,Healthcare,2026-04-23,0,HIGH,2026-06-10 20:52:12
TXN002273,CUST0715,38353.3,Food,2026-02-18,0,HIGH,2026-06-10 20:52:12
TXN002274,CUST0110,3919.51,Healthcare,2026-01-05,0,LOW,2026-06-10 20:52:12
TXN002275,CUST0555,45553.07,Healthcare,2026-03-07,0,HIGH,2026-06-10 20:52:12
TXN002276,CUST0891,5732.56,Healthcare,2026-03-09,0,MEDIUM,2026-06-10 20:52:12
TXN002277,CUST0542,35877.26,Shopping,2026-05-30,0,HIGH,2026-06-10 20:52:12
TXN002278,CUST0018,32121.2,Shopping,2026-04-26,0,HIGH,2026-06-10 20:52:12
TXN002279,CUST0852,6773.83,Healthcare,2026-04-27,0,MEDIUM,2026-06-10 20:52:12
TXN002280,CUST0059,46787.45,Travel,2026-04-25,0,HIGH,2026-06-10 20:52:12
TXN002281,CUST0178,16668.82,Travel,2026-01-05,0,HIGH,2026-06-10 20:52:12
TXN002282,CUST0675,10853.27,Food,2026-02-26,0,HIGH,2026-06-10 20:52:12
TXN002283,CUST0158,13016.77,Food,2026-01-23,0,HIGH,2026-06-10 20:52:12
TXN002284,CUST0886,11442.68,Food,2026-04-24,0,HIGH,2026-06-10 20:52:12
TXN002285,CUST0982,15754.11,Food,2026-05-17,0,HIGH,2026-06-10 20:52:12
TXN002286,CUST0358,1274.6,Food,2026-01-29,0,LOW,2026-06-10 20:52:12
TXN002287,CUST0126,1288.6,Healthcare,2026-04-24,0,LOW,2026-06-10 20:52:12
TXN002288,CUST0535,1465.4,Food,2026-04-19,0,LOW,2026-06-10 20:52:12
TXN002289,CUST0064,2147.27,Shopping,2026-05-25,0,LOW,2026-06-10 20:52:12
TXN002290,CUST0878,45821.86,Shopping,2026-01-07,0,HIGH,2026-06-10 20:52:12
TXN002291,CUST0937,34109.47,Food,2026-01-15,0,HIGH,2026-06-10 20:52:12
TXN002292,CUST0903,13663.94,Healthcare,2026-06-09,0,HIGH,2026-06-10 20:52:12
TXN002293,CUST0029,33709.03,Shopping,2026-02-05,0,HIGH,2026-06-10 20:52:12
TXN002294,CUST0493,33872.24,Shopping,2026-04-20,0,HIGH,2026-06-10 20:52:12
TXN002295,CUST0421,10514.55,Food,2026-04-22,0,HIGH,2026-06-10 20:52:12
TXN002296,CUST0730,3084.05,Healthcare,2026-02-22,0,LOW,2026-06-10 20:52:12
TXN002297,CUST0146,43889.35,Healthcare,2026-04-27,0,HIGH,2026-06-10 20:52:12
TXN002298,CUST0563,21918.84,Healthcare,2026-03-27,0,HIGH,2026-06-10 20:52:12
TXN002299,CUST0228,35466.19,Shopping,2026-02-18,0,HIGH,2026-06-10 20:52:12
TXN002300,CUST0233,7005.66,Travel,2026-01-25,0,MEDIUM,2026-06-10 20:52:12
TXN002301,CUST0518,46230.13,Shopping,2026-02-28,0,HIGH,2026-06-10 20:52:12
TXN002302,CUST0275,7542.18,Food,2026-05-03,0,MEDIUM,2026-06-10 20:52:12
TXN002303,CUST0633,39296.81,Shopping,2026-04-30,0,HIGH,2026-06-10 20:52:12
TXN002304,CUST0235,29462.0,Shopping,2026-05-18,0,HIGH,2026-06-10 20:52:12
TXN002305,CUST0373,10386.25,Food,2026-04-13,0,HIGH,2026-06-10 20:52:12
TXN002306,CUST0307,26427.57,Healthcare,2026-05-08,0,HIGH,2026-06-10 20:52:12
TXN002307,CUST0372,46024.86,Healthcare,2026-01-10,0,HIGH,2026-06-10 20:52:12
TXN002308,CUST0820,40225.18,Food,2026-02-01,0,HIGH,2026-06-10 20:52:12
TXN002309,CUST0995,2145.38,Shopping,2026-02-14,0,LOW,2026-06-10 20:52:12
TXN002310,CUST0482,9402.1,Food,2026-01-02,0,MEDIUM,2026-06-10 20:52:12
TXN002311,CUST0374,15427.22,Food,2026-04-19,0,HIGH,2026-06-10 20:52:12
TXN002312,CUST0491,12956.59,Food,2026-01-10,0,HIGH,2026-06-10 20:52:12
TXN002313,CUST0643,6874.93,Healthcare,2026-04-17,1,MEDIUM,2026-06-10 20:52:12
TXN002314,CUST0899,18983.42,Travel,2026-03-17,0,HIGH,2026-06-10 20:52:12
TXN002315,CUST0318,32104.68,Shopping,2026-01-20,0,HIGH,2026-06-10 20:52:12
TXN002316,CUST0268,16748.13,Travel,2026-04-11,0,HIGH,2026-06-10 20:52:12
TXN002317,CUST0079,11404.31,Food,2026-01-18,0,HIGH,2026-06-10 20:52:12
TXN002318,CUST0578,26786.59,Shopping,2026-04-20,0,HIGH,2026-06-10 20:52:12
TXN002319,CUST0851,32373.98,Healthcare,2026-05-22,0,HIGH,2026-06-10 20:52:12
TXN002320,CUST0430,22632.64,Shopping,2026-01-13,0,HIGH,2026-06-10 20:52:12
TXN002321,CUST0477,43168.76,Travel,2026-04-28,0,HIGH,2026-06-10 20:52:12
TXN002322,CUST0576,49183.6,Travel,2026-03-15,0,HIGH,2026-06-10 20:52:12
TXN002323,CUST0781,14215.64,Food,2026-03-18,0,HIGH,2026-06-10 20:52:12
TXN002324,CUST0036,10404.37,Shopping,2026-02-07,0,HIGH,2026-06-10 20:52:12
TXN002325,CUST0577,34896.61,Food,2026-02-16,0,HIGH,2026-06-10 20:52:12
TXN002326,CUST0519,2105.5,Shopping,2026-03-30,0,LOW,2026-06-10 20:52:12
TXN002327,CUST0237,17541.84,Food,2026-01-29,0,HIGH,2026-06-10 20:52:12
TXN002328,CUST0411,24744.99,Healthcare,2026-06-04,0,HIGH,2026-06-10 20:52:12
TXN002329,CUST0128,3200.13,Shopping,2026-02-16,0,LOW,2026-06-10 20:52:12
TXN002330,CUST0282,25108.75,Food,2026-06-05,0,HIGH,2026-06-10 20:52:12
TXN002331,CUST0832,48483.4,Travel,2026-05-06,0,HIGH,2026-06-10 20:52:12
TXN002332,CUST0086,6813.01,Travel,2026-03-01,0,MEDIUM,2026-06-10 20:52:12
TXN002333,CUST0842,44253.13,Food,2026-06-06,1,HIGH,2026-06-10 20:52:12
TXN002334,CUST0159,13301.69,Healthcare,2026-04-18,0,HIGH,2026-06-10 20:52:12
TXN002335,CUST0956,39405.53,Travel,2026-03-14,0,HIGH,2026-06-10 20:52:12
TXN002336,CUST0078,16941.27,Shopping,2026-04-06,0,HIGH,2026-06-10 20:52:12
TXN002337,CUST0961,34581.24,Travel,2026-03-22,0,HIGH,2026-06-10 20:52:12
TXN002338,CUST0313,4671.71,Shopping,2026-05-26,0,LOW,2026-06-10 20:52:12
TXN002339,CUST0089,41640.59,Travel,2026-03-23,0,HIGH,2026-06-10 20:52:12
TXN002340,CUST0769,14591.31,Food,2026-04-25,0,HIGH,2026-06-10 20:52:12
TXN002341,CUST0488,4716.18,Healthcare,2026-01-29,0,LOW,2026-06-10 20:52:12
TXN002342,CUST0716,2610.73,Travel,2026-01-17,0,LOW,2026-06-10 20:52:12
TXN002343,CUST0248,25099.07,Travel,2026-06-02,0,HIGH,2026-06-10 20:52:12
TXN002344,CUST0564,5735.39,Shopping,2026-05-22,0,MEDIUM,2026-06-10 20:52:12
TXN002345,CUST0005,38614.67,Healthcare,2026-06-03,0,HIGH,2026-06-10 20:52:12
TXN002346,CUST0407,46270.79,Shopping,2026-06-05,0,HIGH,2026-06-10 20:52:12
TXN002347,CUST0763,13127.15,Shopping,2026-05-07,0,HIGH,2026-06-10 20:52:12
TXN002348,CUST0711,9478.06,Healthcare,2026-05-23,0,MEDIUM,2026-06-10 20:52:12
TXN002349,CUST0241,10360.5,Shopping,2026-03-03,0,HIGH,2026-06-10 20:52:12
TXN002350,CUST0079,6047.93,Food,2026-01-14,0,MEDIUM,2026-06-10 20:52:12
TXN002351,CUST0195,22921.46,Travel,2026-03-21,1,HIGH,2026-06-10 20:52:12
TXN002352,CUST0084,19099.52,Travel,2026-04-22,0,HIGH,2026-06-10 20:52:12
TXN002353,CUST0855,24489.99,Food,2026-01-22,1,HIGH,2026-06-10 20:52:12
TXN002354,CUST0803,8028.82,Travel,2026-06-04,0,MEDIUM,2026-06-10 20:52:12
TXN002355,CUST0290,19182.07,Healthcare,2026-05-22,0,HIGH,2026-06-10 20:52:12
TXN002356,CUST0068,35206.42,Shopping,2026-04-09,0,HIGH,2026-06-10 20:52:12
TXN002357,CUST0833,43208.5,Shopping,2026-06-08,0,HIGH,2026-06-10 20:52:12
TXN002358,CUST0335,25559.02,Healthcare,2026-05-01,0,HIGH,2026-06-10 20:52:12
TXN002359,CUST0298,44577.02,Shopping,2026-01-14,0,HIGH,2026-06-10 20:52:12
TXN002360,CUST0379,48685.27,Shopping,2026-02-07,0,HIGH,2026-06-10 20:52:12
TXN002361,CUST0406,7241.23,Travel,2026-01-20,0,MEDIUM,2026-06-10 20:52:12
TXN002362,CUST0709,33122.17,Food,2026-05-03,0,HIGH,2026-06-10 20:52:12
TXN002363,CUST0169,18814.72,Food,2026-03-20,0,HIGH,2026-06-10 20:52:12
TXN002364,CUST0983,27773.63,Food,2026-04-23,0,HIGH,2026-06-10 20:52:12
TXN002365,CUST0389,47014.72,Healthcare,2026-03-14,0,HIGH,2026-06-10 20:52:12
TXN002366,CUST0591,32187.47,Food,2026-03-16,0,HIGH,2026-06-10 20:52:12
TXN002367,CUST0387,29558.8,Shopping,2026-05-24,0,HIGH,2026-06-10 20:52:12
TXN002368,CUST0975,24517.93,Shopping,2026-04-09,0,HIGH,2026-06-10 20:52:12
TXN002369,CUST0553,669.06,Travel,2026-01-28,0,LOW,2026-06-10 20:52:12
TXN002370,CUST0468,14064.53,Food,2026-03-06,0,HIGH,2026-06-10 20:52:12
TXN002371,CUST0976,6715.3,Shopping,2026-04-16,0,MEDIUM,2026-06-10 20:52:12
TXN002372,CUST0056,20594.95,Healthcare,2026-02-14,0,HIGH,2026-06-10 20:52:12
TXN002373,CUST0964,25181.88,Food,2026-05-24,1,HIGH,2026-06-10 20:52:12
TXN002374,CUST0043,26348.21,Travel,2026-03-04,0,HIGH,2026-06-10 20:52:12
TXN002375,CUST0489,18754.38,Travel,2026-04-27,0,HIGH,2026-06-10 20:52:12
TXN002376,CUST0744,29094.7,Food,2026-03-09,0,HIGH,2026-06-10 20:52:12
TXN002377,CUST0376,3771.39,Food,2026-02-10,0,LOW,2026-06-10 20:52:12
TXN002378,CUST0057,48874.78,Food,2026-01-09,0,HIGH,2026-06-10 20:52:12
TXN002379,CUST0764,13215.14,Food,2026-03-20,0,HIGH,2026-06-10 20:52:12
TXN002380,CUST0063,10187.38,Food,2026-03-25,0,HIGH,2026-06-10 20:52:12
